id,completion,channel
0SV2002__1001,"Elevate your look while maintaining a high level of functionality with Salmoiraghi & Viganò SV2002 eyeglasses. The square shape and polished black finish give these frames a timeless appeal that makes them suitable for any occasion. Crafted from durable acetate, these glasses are designed to last. With their sleek design and superior quality, Salmoiraghi & Viganò SV2002 eyeglasses are a smart choice for those seeking both style and comfort. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0SV2001__1006,"Elevate your eyewear game with Salmoiraghi & Viganò SV2001. The square shape and polished finish of the top havana on transparent pink acetate frame create a timeless look that is always in fashion. These eyeglasses are not just stylish but also practical, ensuring you have perfect vision at all times. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0SV1001__004S,"Elevate your style quotient with Salmoiraghi & Viganò SV1001 eyeglasses. The matte gunmetal color and unique phantos shape give these frames a modern and sophisticated look. Crafted from durable metal, these glasses are designed to last. Embrace the fashion-forward appeal of these eyeglasses and make a statement in any setting. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TY4006U__1778,"Elevate your fashion with Tory Burch TY4006U eyeglasses. These butterfly-shaped glasses feature a polished transparent grey frame, offering a modern and sophisticated look. The unique design of these frames makes them a great choice for those seeking both style and functionality. Embrace your individuality by pairing these eyeglasses with any outfit. These eyeglasses are available with prescription lenses.",GL - Glasses
0TR001206__4402U1,"Experience the epitome of luxury and sophistication with Tom Ford FT0777 sunglasses. The square shape, crafted from matte tortoise acetate, exudes a timeless appeal. The solid red lenses provide excellent protection against glare and harmful UV rays, while also adding a touch of glamour to your look. These shades are a versatile choice for those seeking both style and functionality. These sunglasses are available with prescription lenses.",LC - Lens Crafters|DC - David Clulow
0TR001071__4570,"Experience the epitome of luxury and sophistication with Tom Ford FT5607-B eyeglasses. Crafted from durable acetate, these frames feature a polished tortoise tan finish that adds a touch of elegance to any outfit. The rectangle shape gives these glasses a sleek and modern look, while ensuring optimal visual performance. These eyeglasses are available with prescription lenses.",DC - David Clulow
0TR001029__3100D1,"Elevate your fashion while optimizing utility with Tom Ford FT0711 sunglasses. The rectangle shape and solid color frame, made of durable acetate, exude a timeless appeal. The ivory color adds a touch of sophistication to these shades. The brown lenses provide excellent protection against the sun's glare and harmful UV rays. These glasses are not just a fashion accessory but also practical. Embrace the luxury lifestyle with Tom Ford FT0711 sunglasses. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4168__80559S,"Explore the intricacies of optical design, fused with impeccable craftsmanship, in Tiffany & Co. TF4168 sunglasses. The round shape and polished black on tiffany blue acetate frame create a timeless look that is effortlessly chic. The tiffany blue gradient lenses add a pop of color to your outfit, making these shades a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4159__82753B,"Experience the allure of Tiffany & Co. sunglasses, a perfect blend of sophistication and style. These butterfly-shaped glasses feature a polished havana frame made from durable acetate. The brown gradient lenses not only provide excellent protection but also add to the overall appeal. Embrace your inner glamour with these exquisite shades from Tiffany & Co. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4159__82749S,"Elevate your fashion and optical standards with Tiffany & Co. TF4159 sunglasses. The butterfly shape, crafted from durable acetate, features a polished black frame that contrasts beautifully with the tiffany blue gradient lenses. These glasses are not only stylish but also versatile, making them an excellent addition to any wardrobe. Embrace sophistication and elegance by adding these stunning shades to your collection. These sunglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses
0TF4122__82153B,"Elevate your style with Tiffany & Co. TF4122 sunglasses. The irregular shape and polished havana spotted tiffany blue frame, made of durable acetate, offer a unique and stylish look. The brown gradient lenses not only provide excellent vision but also add a touch of elegance to the overall design. These shades are a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters
0TF3078B__61614E,"Elevate your fashion and optical standards with Tiffany & Co. TF3078B sunglasses. These square-shaped glasses feature a polished, pale gold metal frame that exudes elegance and sophistication. The light brown mirror grad gold lenses add a touch of glam to the overall design. Strass detailing on the frame adds an extra dash of sparkle to these shades. Embrace high fashion while maintaining functionality with these exquisite sunglasses by Tiffany & Co. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF3077__616016,"Experience the allure of Tiffany & Co.'s TF3077 sunglasses, designed with a unique irregular shape that adds a touch of sophistication to any look. Crafted from durable metal in a polished rubedo finish, these glasses feature gradient lenses in a striking blue color. The irregular shape provide a modern twist on the timeless style of Tiffany & Co. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|SV - Salmoiraghi e Viganò|GL - Glasses|DC - David Clulow
0TF2169__8271,"Elevate your personal style with Tiffany & Co. TF2169 eyeglasses. The polished crystal sand frame, crafted from durable acetate, features a sleek rectangle shape that adds a touch of sophistication to any look. These glasses are not only stylish but also practical. Embrace the timeless elegance and modern design of these eyewear frames. These eyeglasses are available with prescription lenses.",OPSM - OPSM
